,"Project Name",Address,City,State,"Part 3 Approval","Total Project Costs","2010 Census Tract",Region,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source,"Census Year","State FIPS","County FIPS","Place Name","Place FIPS","Census Tract Code","Census Block Code","Census Block Group","Full FIPS","Metro/Micro Statistical Area Name","Metro/Micro Statistical Area Code","Metro/Micro Statistical Area Type","Combined Statistical Area Name","Combined Statistical Area Code","Metropolitan Division Area Name","Metropolitan Division Area Code","Congressional District"
485,"3613 North 19th Street","3613 North 19th Street","St. Louis",MO,2011-09-02,547103.0,,"St. Louis",38.660026,-90.201502,0.8,rooftop,3613,"19th St","Saint Louis",MO,"St. Louis city",63107,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,126700,2051,2,295101267002051,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
486,"4021 North 22nd Street","4021 North 22nd Street","St. Louis",MO,2011-09-09,542825.0,,"St. Louis",38.66309,-90.208532,1,rooftop,4021,"N 22nd St","Saint Louis",MO,"St. Louis city",63107,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,120200,1004,1,295101202001004,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
487,"4009 North 22nd Street","4009 North 22nd Street","St. Louis",MO,2011-09-09,512518.0,,"St. Louis",38.662718,-90.208352,1,rooftop,4009,"N 22nd St","Saint Louis",MO,"St. Louis city",63107,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,120200,1004,1,295101202001004,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
488,"4034 North 23rd Street","4034 North 23rd Street","St. Louis",MO,2011-09-09,345753.0,,"St. Louis",38.663207,-90.209125,1,rooftop,4034,"N 23rd St","Saint Louis",MO,"St. Louis city",63107,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,120200,1004,1,295101202001004,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
489,"3610 North 25th Street","3610 North 25th Street","St. Louis",MO,2011-09-09,471264.0,,"St. Louis",38.657657,-90.207818,1,range_interpolation,3610,"N 25th St","Saint Louis",MO,"St. Louis city",63107,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,120200,1036,1,295101202001036,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
490,"4009 North 25th Street","4009 North 25th Street","St. Louis",MO,2011-09-12,357430.0,,"St. Louis",38.661819,-90.21019,1,range_interpolation,4009,"N 25th St","Saint Louis",MO,"St. Louis city",63107,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,120200,1010,1,295101202001010,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
491,"4008 North 25th Street","4008 North 25th Street","St. Louis",MO,2011-09-12,202939.0,,"St. Louis",38.661928,-90.20991,1,range_interpolation,4008,"N 25th St","Saint Louis",MO,"St. Louis city",63107,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,120200,1009,1,295101202001009,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
492,"3933 North 25th Street","3933 North 25th Street","St. Louis",MO,2011-09-12,607998.0,,"St. Louis",38.660881,-90.209696,1,range_interpolation,3933,"N 25th St","Saint Louis",MO,"St. Louis city",63107,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,120200,1011,1,295101202001011,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
493,"3906 North 23rd Street","3906 North 23rd Street","St. Louis",MO,2011-09-12,550940.0,,"St. Louis",38.661264,-90.208176,1,rooftop,3906,"N 23rd St","Saint Louis",MO,"St. Louis city",63107,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,120200,1007,1,295101202001007,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
494,"4031 North 22nd Street","4031 North 22nd Street","St. Louis",MO,2011-09-13,516534.0,,"St. Louis",38.663398,-90.208682,1,rooftop,4031,"N 22nd St","Saint Louis",MO,"St. Louis city",63107,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,120200,1004,1,295101202001004,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
495,"4013 North 23rd Street","4013 North 23rd Street","St. Louis",MO,2011-09-13,332495.0,,"St. Louis",38.66245,-90.20946,1,rooftop,4013,"N 23rd St","Saint Louis",MO,"St. Louis city",63107,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,120200,1009,1,295101202001009,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
496,"Joe Wuschke Cigar Factory No. 37","2203 S. SEventh","St. Louis",MO,2011-09-14,92550.0,,"St. Louis",38.605098,-90.204067,1,range_interpolation,2203,"S 7th St","Saint Louis",MO,"St. Louis city",63104,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,127600,1037,1,295101276001037,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
497,"West Locust Lofts","3327-3329 & 3331-3339 Locust Street","St. Louis",MO,2011-09-14,3111078.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
498,"Jos Wuesche Cigar Factory No. 37","2201 S. SEventh","St. Louis",MO,2011-09-14,92550.0,,"St. Louis",38.604954,-90.204446,1,rooftop,2201,"S 7th St","Saint Louis",MO,"St. Louis city",63104,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,127600,1035,1,295101276001035,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
499,"West Locust Lofts","3327-3329 & 3331-3339 Locust Street","St. Louis",MO,2011-09-14,3111078.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
500,"1916 Angelica Street","1916 Angelica Street","St. Louis",MO,2011-09-15,392746.0,,"St. Louis",38.664773,-90.204451,1,rooftop,1916,"Angelica St","Saint Louis",MO,"St. Louis city",63107,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,126700,1015,1,295101267001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
501,"3606 North 19th Street","3606 North 19th Street","St. Louis",MO,2011-09-15,793154.0,,"St. Louis",38.66007,-90.200869,0.8,rooftop,3606,"19th St","Saint Louis",MO,"St. Louis city",63107,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,126700,2050,2,295101267002050,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
502,"1918 Angelica Street","1918 Angelica Street","St. Louis",MO,2011-09-15,417834.0,,"St. Louis",38.664745,-90.204538,1,rooftop,1918,"Angelica St","Saint Louis",MO,"St. Louis city",63107,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,126700,1015,1,295101267001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
503,"3918 North 21st Street","3918 North 21st Street","St. Louis",MO,2011-09-15,792036.0,,"St. Louis",38.66261,-90.20499,1,rooftop,3918,"N 21st St","Saint Louis",MO,"St. Louis city",63107,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,126700,1029,1,295101267001029,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
504,"Rosedale Building","6036 Washington","St. Louis",MO,2011-10-17,556245.0,,"St. Louis",38.653855,-90.295449,0.6,rooftop,6036,"Washington Ave","Saint Louis",MO,"St. Louis city",63112,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,105198,1016,1,295101051981016,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
505,"Ford Motor Company Building","4100 Forest Park Blvd","St. Louis",MO,2011-10-17,21235466.0,,"St. Louis",38.635203,-90.248106,0.6,rooftop,4100,"Forest Park Ave","Saint Louis",MO,"St. Louis city",63108,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,118600,1013,1,295101186001013,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
506,"Heinzelmann Building","108-110 N. Clay","St. Louis",MO,2011-10-19,522057.0,,"St. Louis",38.581759,-90.408539,1,rooftop,110,"N Clay Ave","Saint Louis",MO,"St. Louis County",63122,US,"St Louis",2019,29,29189,Kirkwood,2939044,218300,1008,1,291892183001008,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO2
507,"Curlee Building","1001-07 Washington Avenue","St. Louis",MO,2011-10-19,6229789.0,,"St. Louis",38.631516,-90.193961,1,rooftop,1001,"Washington Ave","Saint Louis",MO,"St. Louis city",63101,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,125600,1023,1,295101256001023,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
508,"Lucks-Orwig Building","4652 Maryland Avenue","St. Louis",MO,2011-10-28,3400000.0,,"St. Louis",38.644302,-90.261153,1,rooftop,4652,"Maryland Ave","Saint Louis",MO,"St. Louis city",63108,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,112400,2010,2,295101124002010,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
509,"Kiel Opera House","1400 Market Street","St. Louis",MO,2011-11-10,78600000.0,,"St. Louis",38.627391,-90.202074,1,rooftop,1400,"Market St","Saint Louis",MO,"St. Louis city",63103,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,125500,2012,2,295101255002012,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
510,"4647-51 Dr. Martin Luther King Drive","4647-51 Dr. Martin Luther King Drive","St. Louis",MO,2011-12-13,1709045.0,,"St. Louis",38.660378,-90.253159,1,rooftop,4647,"Dr Martin Luther King Dr","Saint Louis",MO,"St. Louis city",63113,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,111200,2012,2,295101112002012,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
511,"1832 Dick Gregory Place","1832 Dick Gregory Place","St. Louis",MO,2011-12-13,506616.0,,"St. Louis",38.662122,-90.250776,1,rooftop,1832,"Dick Gregory Pl","Saint Louis",MO,"St. Louis city",63113,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,111200,2000,2,295101112002000,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
512,"1822 Dick Gregory Place","1822 Dick Gregory Place","St. Louis",MO,2011-12-13,451268.0,,"St. Louis",38.662019,-90.25085,1,rooftop,1822,"Dick Gregory Pl","Saint Louis",MO,"St. Louis city",63113,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,111200,2000,2,295101112002000,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
513,"1820 Dick Gregory Place","1820 Dick Gregory Place","St. Louis",MO,2011-12-13,502025.0,,"St. Louis",38.661928,-90.250915,1,rooftop,1820,"Dick Gregory Pl","Saint Louis",MO,"St. Louis city",63113,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,111200,2000,2,295101112002000,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
514,"1704 Dick Gregory Place","1704 Dick Gregory Place","St. Louis",MO,2011-12-13,440944.0,,"St. Louis",38.660811,-90.251718,1,rooftop,1704,"Dick Gregory Pl","Saint Louis",MO,"St. Louis city",63113,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,111200,2000,2,295101112002000,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
515,"1524 Dick Gregory Place","1524 Dick Gregory Place","St. Louis",MO,2011-12-13,486981.0,,"St. Louis",38.660447,-90.251979,1,rooftop,1524,"Dick Gregory Pl","Saint Louis",MO,"St. Louis city",63113,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,111200,2000,2,295101112002000,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
516,"4635 Dr. Martin Luther King Drive","4635 Dr. Martin Luther King Drive","St. Louis",MO,2011-12-15,768478.0,,"St. Louis",38.660182,-90.252713,1,rooftop,4635,"Dr Martin Luther King Dr","Saint Louis",MO,"St. Louis city",63113,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,111200,2012,2,295101112002012,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
517,"Dr. Howard Philip Venable House","1904 Dick Gregory Place","St. Louis",MO,2011-12-15,432000.0,,"St. Louis",38.662298,-90.250649,1,rooftop,1904,"Dick Gregory Pl","Saint Louis",MO,"St. Louis city",63113,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,111200,2000,2,295101112002000,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
518,"1802 Dick Gregory Place","1802 Dick Gregory Place","St. Louis",MO,2011-12-15,447033.0,,"St. Louis",38.661533,-90.251199,1,rooftop,1802,"Dick Gregory Pl","Saint Louis",MO,"St. Louis city",63113,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,111200,2000,2,295101112002000,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
519,"1710 Dick Gregory Place","1710 Dick Gregory Place","St. Louis",MO,2011-12-15,437294.0,,"St. Louis",38.660887,-90.251663,1,rooftop,1710,"Dick Gregory Pl","Saint Louis",MO,"St. Louis city",63113,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,111200,2000,2,295101112002000,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
520,"1702 Dick Gregory Place","1702 Dick Gregory Place","St. Louis",MO,2011-12-15,456010.0,,"St. Louis",38.660734,-90.251773,1,rooftop,1702,"Dick Gregory Pl","Saint Louis",MO,"St. Louis city",63113,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,111200,2000,2,295101112002000,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
521,"1700 Dick Gregory Place","1700 Dick Gregory Place","St. Louis",MO,2011-12-15,510082.0,,"St. Louis",38.660655,-90.25183,1,rooftop,1700,"Dick Gregory Pl","Saint Louis",MO,"St. Louis city",63113,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,111200,2000,2,295101112002000,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
522,"1528 Dick Gregory Place","1528 Dick Gregory Place","St. Louis",MO,2011-12-15,520026.0,,"St. Louis",38.660555,-90.251902,1,rooftop,1528,"Dick Gregory Pl","Saint Louis",MO,"St. Louis city",63113,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,111200,2000,2,295101112002000,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
523,"Leather Trades Building","1600 Locust Street","St. Louis",MO,2011-12-22,18300000.0,,"St. Louis",38.631593,-90.203148,1,rooftop,1600,"Locust St","Saint Louis",MO,"St. Louis city",63103,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,125500,1012,1,295101255001012,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
524,"The Flora Building","3309-13 Meramec St.","St. Louis",MO,2012-01-05,141943.0,,"St. Louis",38.580854,-90.241372,1,rooftop,3309,"Meramec St","Saint Louis",MO,"St. Louis city",63118,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,115700,2023,2,295101157002023,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
525,"Beaux Arts And Pythian Hall Complex","711 North Grand Boulevard","St. Louis",MO,2012-01-05,17282259.0,,"St. Louis",38.640638,-90.230876,1,rooftop,711,"N Grand Blvd","Saint Louis",MO,"St. Louis city",63103,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,119300,1026,1,295101193001026,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
526,"Berkshire Apartments","5629 Enright Avenue","St. Louis",MO,2012-01-05,1276109.0,,"St. Louis",38.655299,-90.282592,1,rooftop,5629,"Enright Ave","Saint Louis",MO,"St. Louis city",63112,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,105300,1012,1,295101053001012,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
527,"St. Luke's Apartments","5628 Enright Avenue","St. Louis",MO,2012-01-05,1665564.0,,"St. Louis",38.654662,-90.282698,1,rooftop,5628,"Enright Ave","Saint Louis",MO,"St. Louis city",63112,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,105300,1012,1,295101053001012,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
528,"Enright Court Apartments","5621-25 Enright","St. Louis",MO,2012-01-05,1361127.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
529,"Dartmouth Apartments","5622 Enright Avenue","St. Louis",MO,2012-01-05,1425381.0,,"St. Louis",38.654662,-90.282698,1,rooftop,5622,"Enright Ave","Saint Louis",MO,"St. Louis city",63112,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,105300,1012,1,295101053001012,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
530,"Enright Apartments","5617 Enright Avenue","St. Louis",MO,2012-01-05,1439972.0,,"St. Louis",38.655299,-90.282592,1,rooftop,5617,"Enright Ave","Saint Louis",MO,"St. Louis city",63112,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,105300,1012,1,295101053001012,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
531,"Cornell Apartments","5616 Enright Avenue","St. Louis",MO,2012-01-05,1889753.0,,"St. Louis",38.654662,-90.282698,1,rooftop,5616,"Enright Ave","Saint Louis",MO,"St. Louis city",63112,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,105300,1012,1,295101053001012,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
532,"Barclay Apartments","5611 Enright Avenue","St. Louis",MO,2012-01-05,1424539.0,,"St. Louis",38.655299,-90.282592,1,rooftop,5611,"Enright Ave","Saint Louis",MO,"St. Louis city",63112,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,105300,1012,1,295101053001012,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
533,"Barnard Apartments","5610 Enright","St. Louis",MO,2012-01-05,1889753.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
534,"Amherst Apartments","5602 Enright Avenue","St. Louis",MO,2012-01-05,1889753.0,,"St. Louis",38.654662,-90.282698,1,rooftop,5602,"Enright Ave","Saint Louis",MO,"St. Louis city",63112,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,105300,1012,1,295101053001012,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
535,"Farm And Home Savings And Loan Association","1001 Locust","St. Louis",MO,2012-01-05,15700000.0,,"St. Louis",38.630172,-90.194516,0.6,rooftop,1001,"Locust St","Saint Louis",MO,"St. Louis city",63101,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,125600,3010,3,295101256003010,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
536,"4144 Chouteau Avenue","4144 Chouteau Avenue","St. Louis",MO,2012-01-12,461515.0,,"St. Louis",38.628332,-90.251795,1,rooftop,4144,"Chouteau Ave","Saint Louis",MO,"St. Louis city",63110,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,118600,1108,1,295101186001108,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
537,"3733 Ohio","3733 Ohio","St. Louis",MO,2012-01-12,74858.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
538,"The Pasadena","3952-58 S. Grand Blvd","St. Louis",MO,2012-01-12,725000.0,,"St. Louis",38.633716,-90.233121,1,rooftop,58,"S Grand Blvd","Saint Louis",MO,"St. Louis city",63103,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,118400,1008,1,295101184001008,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
539,"1900 Dick Gregory Place","1900 Dick Gregory Place","St. Louis",MO,2012-01-23,473897.0,,"St. Louis",38.662219,-90.250706,1,rooftop,1900,"Dick Gregory Pl","Saint Louis",MO,"St. Louis city",63113,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,111200,2000,2,295101112002000,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
540,"1714 Dick Gregory Place","1714 Dick Gregory Place","St. Louis",MO,2012-01-23,555530.0,,"St. Louis",38.660993,-90.251587,1,rooftop,1714,"Dick Gregory Pl","Saint Louis",MO,"St. Louis city",63113,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,111200,2000,2,295101112002000,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
541,"The Argyle Building","10 Maryland Plaza","St. Louis",MO,2012-02-07,668750.0,,"St. Louis",38.644543,-90.261818,1,rooftop,10,"Maryland Plz","Saint Louis",MO,"St. Louis city",63108,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,112400,3000,3,295101124003000,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
542,"The Argyle Building","245 North Euclid","St. Louis",MO,2012-02-07,668750.0,,"St. Louis",38.644543,-90.261818,1,rooftop,245,"N Euclid Ave","Saint Louis",MO,"St. Louis city",63108,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,112400,3000,3,295101124003000,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
543,"Argyle Building","237 N. Euclid","St. Louis",MO,2012-02-07,668750.0,,"St. Louis",38.644543,-90.261818,1,rooftop,237,"N Euclid Ave","Saint Louis",MO,"St. Louis city",63108,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,112400,3000,3,295101124003000,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
544,"The Argyle Building","2-4-6 Maryland Plaza","St. Louis",MO,2012-02-07,668750.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
545,"757 Syracuse","757 Syracuse","St. Louis",MO,2012-02-08,854348.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
546,"2414-2416 Menard","2414-2416 Menard","St. Louis",MO,2012-02-21,16555000.0,,"St. Louis",38.602763,-90.209221,1,rooftop,2416,"Menard St","Saint Louis",MO,"St. Louis city",63104,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,127600,2019,2,295101276002019,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
547,"Lambert-Deacon-Hull Printing Company Building","2100 Locust Street","St. Louis",MO,2012-02-21,515743.0,,"St. Louis",38.632973,-90.209779,1,rooftop,2100,"Locust St","Saint Louis",MO,"St. Louis city",63103,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,127500,2045,2,295101275002045,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
548,"Coca-Cola Syrup Plant","8125 Michigan Avenue","St. Louis",MO,2012-02-21,29000000.0,,"St. Louis",38.545745,-90.265711,1,rooftop,8125,"Michigan Ave","Saint Louis",MO,"St. Louis city",63111,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,101500,3028,3,295101015003028,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
549,"4314 Gibson Ave","4314 Gibson Ave","St. Louis",MO,2012-03-08,180000.0,,"St. Louis",38.628026,-90.255001,1,rooftop,4314,"Gibson Ave","Saint Louis",MO,"St. Louis city",63110,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,118600,1114,1,295101186001114,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
550,"3500 Magnolia","3500 Magnolia","St. Louis",MO,2012-03-08,146519.0,,"St. Louis",38.605767,-90.239449,0.6,rooftop,3500,"Magnolia Ave","Saint Louis",MO,"St. Louis city",63118,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,116500,5001,5,295101165005001,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
551,"Cupples Station Building 8","1000-1010 Spruce Street","St. Louis",MO,2012-03-22,5892358.0,,"St. Louis",38.623459,-90.197272,1,rooftop,1010,"Spruce St","Saint Louis",MO,"St. Louis city",63102,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,125600,3067,3,295101256003067,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
