,"Project Name",Address,City,State,"Part 3 Approval","Total Project Costs","2010 Census Tract",Region,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source,"Census Year","State FIPS","County FIPS","Place Name","Place FIPS","Census Tract Code","Census Block Code","Census Block Group","Full FIPS","Metro/Micro Statistical Area Name","Metro/Micro Statistical Area Code","Metro/Micro Statistical Area Type","Combined Statistical Area Name","Combined Statistical Area Code","Metropolitan Division Area Name","Metropolitan Division Area Code","Congressional District"
552,"2703 S. 9th Street","2703 S. 9th Street","St. Louis",MO,2012-04-03,193209.0,,"St. Louis",38.600175,-90.209651,1,rooftop,2703,"S 9th St","Saint Louis",MO,"St. Louis city",63118,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,127600,2038,2,295101276002038,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
553,"Morgens Building","3407 Olive Street","St. Louis",MO,2012-04-05,12500341.0,,"St. Louis",38.63676,-90.228313,1,rooftop,3407,"Olive St","Saint Louis",MO,"St. Louis city",63103,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,121100,1050,1,295101211001050,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
554,"Rawhide Building","4229-31 Manchester Avenue","St. Louis",MO,2012-04-12,1100000.0,,"St. Louis",38.627343,-90.255503,1,rooftop,4229,"Manchester Ave","Saint Louis",MO,"St. Louis city",63110,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,118600,1122,1,295101186001122,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
555,"Gus' Pretzels","1820 Arsenal Street","St. Louis",MO,2012-04-17,130265.0,,"St. Louis",38.596751,-90.217428,1,rooftop,1820,"Arsenal St","Saint Louis",MO,"St. Louis city",63118,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,124300,3030,3,295101243003030,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
556,"4059 Shenandoah","4059 Shenandoah","St. Louis",MO,2012-04-26,147722.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
557,"Velie Motor Building","3021-23 Locust","St. Louis",MO,2012-05-09,410000.0,,"St. Louis",38.636208,-90.222485,0.6,rooftop,3021,"Locust St","Saint Louis",MO,"St. Louis city",63103,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,121100,1055,1,295101211001055,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
558,"Sylva Building","5798 Pershing Avenue","St. Louis",MO,2012-05-30,569000.0,,"St. Louis",38.648674,-90.289915,1,rooftop,5798,"Pershing Ave","Saint Louis",MO,"St. Louis city",63112,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,105200,2008,2,295101052002008,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
559,"St. Louis Post-Dispatch Printing Building","1111 Olive St.","St. Louis",MO,2012-06-01,19527000.0,,"St. Louis",38.629757,-90.196398,1,rooftop,1111,"Olive St","Saint Louis",MO,"St. Louis city",63101,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,125600,3012,3,295101256003012,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
560,"Chase Apartments","4931 Lindell Avenue","St. Louis",MO,2012-07-10,7904719.0,,"St. Louis",38.643804,-90.262786,0.6,rooftop,4931,"Lindell Blvd","Saint Louis",MO,"St. Louis city",63108,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,112400,3001,3,295101124003001,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
561,"Blind Girls' Home","5235 Page Boulevard","St. Louis",MO,2012-07-24,4643589.0,,"St. Louis",38.661044,-90.269668,1,rooftop,5235,"Page Blvd","Saint Louis",MO,"St. Louis city",63108,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,106600,2005,2,295101066002005,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
562,"Mcelroy-Sloan Shoe Company Building","2035 Washington Avenue","St. Louis",MO,2012-07-31,3400000.0,,"St. Louis",38.634623,-90.208908,1,rooftop,2035,"Washington Ave","Saint Louis",MO,"St. Louis city",63103,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,127500,2014,2,295101275002014,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
563,"Knickerbocker Building","1308-1310 Washington Avenue","St. Louis",MO,2012-08-08,8700000.0,,"St. Louis",38.631895,-90.198882,1,rooftop,1310,"Washington Ave","Saint Louis",MO,"St. Louis city",63103,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,125500,1001,1,295101255001001,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
564,"Falstaff Brewing Corporation Plant No. 1","3674-84, 3690 Forest Park Ave.","St. Louis",MO,2012-08-21,950000.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
565,"3800-10 Shenandoah And 2301 Spring","3800-10 Shenandoah And 2301 Spring","St. Louis",MO,2012-09-13,813522.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
566,"William A. Stickney Cigar Company Building","209 North Fourth Street","St. Louis",MO,2012-10-04,2596914.0,,"St. Louis",38.627129,-90.1884,1,rooftop,209,"N 4th St","Saint Louis",MO,"St. Louis city",63102,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,125600,2074,2,295101256002074,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
567,"3618-20 Hartford","3618-20 Hartford","St. Louis",MO,2012-10-07,191746.0,,"St. Louis",38.601652,-90.243226,1,rooftop,3618,"Hartford St","Saint Louis",MO,"St. Louis city",63118,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,116301,1001,1,295101163011001,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
568,"4557 Flad","4557 Flad","St. Louis",MO,2013-01-14,180000.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
569,"The Alberta Apartments","3453-3459 Crittenden And 2914-16 Arkansas","St. Louis",MO,2013-01-15,650000.0,,"St. Louis",38.603533,-90.239469,1,rooftop,3459,"Crittenden St","Saint Louis",MO,"St. Louis city",63118,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,116500,5009,5,295101165005009,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
570,"Council Plaza Tower East","310 S. Grand","St. Louis",MO,2013-01-17,36291208.0,,"St. Louis",38.673326,-90.203164,0.8,range_interpolation,310,"E Grand Ave","Saint Louis",MO,"St. Louis city",63107,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,109700,4074,4,295101097004074,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
571,"1207 Sidney","1207 Sidney","St. Louis",MO,2013-01-28,338197.88,,"St. Louis",38.602506,-90.212458,0.6,rooftop,1207,"Sidney St","Saint Louis",MO,"St. Louis city",63104,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,123300,1010,1,295101233001010,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
572,"4432 Olive","4432 Olive","St. Louis",MO,2013-01-29,1100000.0,,"St. Louis",38.647111,-90.253331,0.6,rooftop,4432,"Olive St","Saint Louis",MO,"St. Louis city",63108,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,119200,2006,2,295101192002006,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
573,"More Automotive Company Building","2801 Locust Street","St. Louis",MO,2013-02-01,7500000.0,,"St. Louis",38.635334,-90.218251,1,rooftop,2801,"Locust St","Saint Louis",MO,"St. Louis city",63103,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,121100,1059,1,295101211001059,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
574,"Overland Automotive Company Building","2309 Locust St","St. Louis",MO,2013-02-01,693899.0,,"St. Louis",38.634181,-90.212503,1,rooftop,2309,"Locust St","Saint Louis",MO,"St. Louis city",63103,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,127500,2029,2,295101275002029,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
575,"Hamilton Place Apartments","956 Hamilton Avenue","St. Louis",MO,2013-02-28,5800323.0,,"St. Louis",38.660997,-90.289199,1,rooftop,956,"Hamilton Ave","Saint Louis",MO,"St. Louis city",63112,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,105300,2003,2,295101053002003,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
576,"2800 Shenandoah","2800 Shenandoah","St. Louis",MO,2013-03-04,255772.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
577,"Metropolitan Building","500N. Grand Boulevard","St. Louis",MO,2013-03-04,18000000.0,,"St. Louis",38.638196,-90.231562,1,rooftop,500,"N Grand Blvd","Saint Louis",MO,"St. Louis city",63103,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,121100,1021,1,295101211001021,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
578,"St. Louis Stamping Company Buildings (Bldg 1)","101-217 Cass","St. Louis",MO,2013-04-08,85000000.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
579,"2303 Shenandoah","2303 Shenandoah","St. Louis",MO,2013-04-09,317000.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
580,"Arlington School","1617 Burd","St. Louis",MO,2013-04-19,8294166.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
581,"4501-4503 Wichita Avenue","4501-4503 Wichita Avenue","St. Louis",MO,2013-05-09,220000.0,,"St. Louis",38.627071,-90.261773,1,rooftop,4503,"Wichita Ave","Saint Louis",MO,"St. Louis city",63110,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,118600,2025,2,295101186002025,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
582,"Physician's Office Building","462 N. Taylor","St. Louis",MO,2013-05-31,1100000.0,,"St. Louis",38.647784,-90.254866,0.6,rooftop,462,"N Taylor Ave","Saint Louis",MO,"St. Louis city",63108,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,119200,2006,2,295101192002006,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
583,"3905-07 Castleman","3905-07 Castleman","St. Louis",MO,2013-06-01,174260.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
584,"Missouri Pacific Building","210 N. 13th Street","St. Louis",MO,2013-06-04,78254324.0,,"St. Louis",38.629469,-90.198451,1,rooftop,210,"N 13th St","Saint Louis",MO,"St. Louis city",63103,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,125500,1018,1,295101255001018,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
585,"4260 Mcree Avenue","4260 Mcree Avenue","St. Louis",MO,2013-06-05,340420.0,,"St. Louis",38.619352,-90.255499,1,rooftop,4260,"McRee Ave","Saint Louis",MO,"St. Louis city",63110,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,117200,1008,1,295101172001008,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
586,"4266 Mcree Avenue","4266 Mcree Avenue","St. Louis",MO,2013-06-05,187122.0,,"St. Louis",38.619352,-90.255499,1,rooftop,4266,"McRee Ave","Saint Louis",MO,"St. Louis city",63110,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,117200,1008,1,295101172001008,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
587,"1618 Tower Grove","1618-1622 Tower Grove","St. Louis",MO,2013-06-05,3894708.0,,"St. Louis",38.620074,-90.255162,0.6,rooftop,1618,"Tower Grove Ave","Saint Louis",MO,"St. Louis city",63110,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,118100,1024,1,295101181001024,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
588,"3339-41 Missouri And 3343 Missouri Houses","3339-41 Missouri And 3343 Missouri Houses","St. Louis",MO,2013-07-08,310526.0,,"St. Louis",38.631501,-90.19231,0.33,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,125600,1015,1,295101256001015,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
589,"King's I Restaurant","3151-57 South Grand Avenue","St. Louis",MO,2013-08-09,428363.0,,"St. Louis",38.676045,-90.19841,0.8,range_interpolation,3151,"E Grand Ave","Saint Louis",MO,"St. Louis city",63147,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29510,"St. Louis",2965000,109700,4023,4,295101097004023,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
590,"Affton High School","5820 Mackenzie Road","St. Louis",MO,2013-08-12,4780909.0,,"St. Louis",38.551641,-90.323451,0.6,street_center,,"Mackenzie Rd","Saint Louis",MO,"St. Louis County",63123,US,"TIGER/Line® dataset from the US Census Bureau",2019,29,29189,Affton,2900280,220002,2000,2,291892200022000,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO2
591,"Ralph Waldo Emerson Elementary School","5415 Page Blvd.","St. Louis",MO,2013-08-12,9847684.0,,"St. Louis",38.662835,-90.274504,1,rooftop,5415,"Page Blvd","Saint Louis",MO,"St. Louis city",63112,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,106600,3012,3,295101066003012,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
592,"Athena Building","2867-71 Shenandoah Ave. & 2254-56 39th Street","St. Louis",MO,2013-08-29,650000.0,,"St. Louis",38.608554,-90.229017,0.8,nearest_rooftop_match,2855,"Shenandoah Ave","Saint Louis",MO,"St. Louis city",63104,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,123100,3005,3,295101231003005,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
593,"4253 Russell Boulevard","4253 Russell Boulevard","St. Louis",MO,2013-09-09,124871.0,,"St. Louis",38.615148,-90.255695,1,rooftop,4253,"Russell Blvd","Saint Louis",MO,"St. Louis city",63110,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,117200,6002,6,295101172006002,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
594,"4251 Russell Boulevard","4251 Russell Boulevard","St. Louis",MO,2013-09-09,124871.0,,"St. Louis",38.615148,-90.255695,1,rooftop,4251,"Russell Blvd","Saint Louis",MO,"St. Louis city",63110,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,117200,6002,6,295101172006002,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
595,"3024 Locust Street","3024 Locust Street","St. Louis",MO,2013-09-29,330000.0,,"St. Louis",38.635695,-90.222689,1,rooftop,3024,"Locust St","Saint Louis",MO,"St. Louis city",63103,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,121100,1062,1,295101211001062,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
596,"Cupples Station, Building 9","900-910 Spruce Street","St. Louis",MO,2013-09-30,25000000.0,,"St. Louis",38.623117,-90.196199,1,rooftop,910,"Spruce St","Saint Louis",MO,"St. Louis city",63102,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,125600,3067,3,295101256003067,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
597,Medart's,"7036 Clayton","St. Louis",MO,2013-09-30,10300000.0,,"St. Louis",38.63479,-90.320071,1,rooftop,7036,"Clayton Rd","Saint Louis",MO,"St. Louis County",63117,US,"St Louis",2019,29,29189,"Richmond Heights",2961706,216700,2003,2,291892167002003,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
598,"1927 Destrehan Street","1927 Destrehan Street","St. Louis",MO,2013-09-30,308999.0,,"St. Louis",38.658614,-90.201611,1,rooftop,1927,"Destrehan St","Saint Louis",MO,"St. Louis city",63107,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,126700,2069,2,295101267002069,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
599,"1929 Destrehan Street","1929 Destrehan Street","St. Louis",MO,2013-09-30,308999.0,,"St. Louis",38.658614,-90.201611,1,rooftop,1929,"Destrehan St","Saint Louis",MO,"St. Louis city",63107,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,126700,2069,2,295101267002069,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
600,"1510 NEwhouse Avenue","1510 NEwhouse Avenue","St. Louis",MO,2013-09-30,189157.0,,"St. Louis",38.664426,-90.202631,1,rooftop,1510,"Newhouse Ave","Saint Louis",MO,"St. Louis city",63107,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,126700,1017,1,295101267001017,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
601,"2018-20 Mallinckrodt Street","2018-20 Mallinckrodt Street","St. Louis",MO,2013-09-30,689517.0,,"St. Louis",38.658806,-90.202924,1,rooftop,2018,"Mallinckrodt St","Saint Louis",MO,"St. Louis city",63107,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,126700,2055,2,295101267002055,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
602,"1905 Destrehan Street","1905 Destrehan Street","St. Louis",MO,2013-09-30,432332.0,,"St. Louis",38.658858,-90.200828,1,rooftop,1905,"Destrehan St","Saint Louis",MO,"St. Louis city",63107,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,126700,2069,2,295101267002069,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
603,"1913 Destrehan Street","1913 Destrehan Street","St. Louis",MO,2013-09-30,325761.0,,"St. Louis",38.658782,-90.201074,1,rooftop,1913,"Destrehan St","Saint Louis",MO,"St. Louis city",63107,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,126700,2069,2,295101267002069,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
604,"1931 Destrehan Street","1931 Destrehan Street","St. Louis",MO,2013-09-30,308999.0,,"St. Louis",38.658614,-90.201611,1,rooftop,1931,"Destrehan St","Saint Louis",MO,"St. Louis city",63107,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,126700,2069,2,295101267002069,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
605,"1904 Garden Street","1904 Garden Street","St. Louis",MO,2013-09-30,325966.0,,"St. Louis",38.659075,-90.200942,1,rooftop,1904,"Garden St","Saint Louis",MO,"St. Louis city",63107,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,126700,2069,2,295101267002069,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
606,"1435 Salisbury Street","1435 Salisbury Street","St. Louis",MO,2013-09-30,2506461.0,,"St. Louis",38.66134,-90.200168,1,rooftop,1435,"Salisbury St","Saint Louis",MO,"St. Louis city",63107,US,"City of St Louis",2019,29,29510,"St. Louis",2965000,126700,1023,1,295101267001023,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,,MO1
